Id,Name,Title,Release,Steam Rating,Tags
553640,ICEY,"<a href=""https://store.steampowered.com/app/553640/"">ICEY</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/553640/header.jpg"" alt=""ICEY"">",2016,"91% (19,778 reviews)","Action, Female Protagonist, Hack and Slash, Anime, Side Scroller, Adventure, Indie, Singleplayer, RPG, 2D, Narration, Cyberpunk, Great Soundtrack, Character Action Game, Spectacle fighter, Sci-fi, Platformer, Metroidvania, Funny, Lovecraftian"
429680,Spellweaver,"<a href=""https://store.steampowered.com/app/429680/"">Spellweaver</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/429680/header.jpg"" alt=""Spellweaver"">",2016,"74% (1,333 reviews)","Card Game, Free to Play, Strategy, Indie, Massively Multiplayer, Trading Card Game, Multiplayer"
416210,Block'hood,"<a href=""https://store.steampowered.com/app/416210/"">Block&#x27;hood</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/416210/header.jpg"" alt=""Block&#x27;hood"">",2017,"73% (1,128 reviews)","City Builder, Simulation, Sandbox, Strategy, Indie, Building, Puzzle, Nature, Singleplayer, Education, Isometric, Great Soundtrack, Early Access, Management, Multiplayer, Relaxing, Casual"
379210,Wayward,"<a href=""https://store.steampowered.com/app/379210/"">Wayward</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/379210/header.jpg"" alt=""Wayward"">",2016,84% (840 reviews),"Survival, Open World Survival Craft, Pixel Graphics, Roguelike, Crafting, RPG, Traditional Roguelike, Adventure, Indie, Early Access, Open World, Sandbox, Simulation, Multiplayer, Grid-Based Movement, 2D, Turn-Based, Top-Down, Inventory Management, Fantasy"
333640,Caves of Qud,"<a href=""https://store.steampowered.com/app/333640/"">Caves of Qud</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/333640/header.jpg"" alt=""Caves of Qud"">",2015,"95% (3,941 reviews)","Roguelike, RPG, Traditional Roguelike, Post-apocalyptic, Perma Death, Indie, Procedural Generation, Early Access, Open World, Sci-fi, Turn-Based, Adventure, Difficult, Pixel Graphics, Strategy, Replay Value, Exploration, Story Rich, Retro, Turn-Based Tactics"
963000,"The Haunted Island, a Frog Detective Game","<a href=""https://store.steampowered.com/app/963000/"">The Haunted Island, a Frog Detective Game</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/963000/header.jpg"" alt=""The Haunted Island, a Frog Detective Game"">",2018,"95% (1,114 reviews)","Comedy, Short, Funny, Cute, Detective, Casual, Mystery, Relaxing, Exploration, Colorful, Investigation, Walking Simulator, Point &amp; Click, Interactive Fiction, Soundtrack, Adventure, Singleplayer, Indie, Great Soundtrack, Story Rich"
469830,Fable Fortune,"<a href=""https://store.steampowered.com/app/469830/"">Fable Fortune</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/469830/header.jpg"" alt=""Fable Fortune"">",2018,69% (549 reviews),"Card Battler, Free to Play, Strategy, Deckbuilding, Card Game, Co-op, PvP, Trading Card Game, Turn-Based Strategy"
758190,Dragon Cliff,"<a href=""https://store.steampowered.com/app/758190/"">Dragon Cliff</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/758190/header.jpg"" alt=""Dragon Cliff"">",2018,"89% (5,282 reviews)","RPG, Strategy, Casual, Adventure, Pixel Graphics, Loot, Clicker, Simulation, Indie, Idler, Management, Dungeon Crawler, Turn-Based Combat, Turn-Based, Hack and Slash, 2D, Singleplayer, JRPG, Fantasy, RPGMaker"
744190,Rusty Lake Paradise,"<a href=""https://store.steampowered.com/app/744190/"">Rusty Lake Paradise</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/744190/header.jpg"" alt=""Rusty Lake Paradise"">",2018,"94% (2,501 reviews)","Puzzle, Point &amp; Click, Indie, Adventure, Psychological Horror, Horror, Atmospheric, Singleplayer, 2D, Mystery, Story Rich, Dark, Gore"
699920,Despotism 3k,"<a href=""https://store.steampowered.com/app/699920/"">Despotism 3k</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/699920/header.jpg"" alt=""Despotism 3k"">",2018,83% (635 reviews),"Strategy, Indie, Simulation, Dark Humor, Pixel Graphics, 2D, Difficult, Singleplayer, Replay Value, Sexual Content, Perma Death, Roguelite, Roguelike, Violent, Resource Management, Post-apocalyptic, Great Soundtrack, Management, Cyberpunk"
655480,Solar Settlers,"<a href=""https://store.steampowered.com/app/655480/"">Solar Settlers</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/655480/header.jpg"" alt=""Solar Settlers"">",2017,95% (230 reviews),"Strategy, Card Game, Turn-Based, Board Game, Procedural Generation, Space, Puzzle, Turn-Based Strategy, Indie, Sci-fi"
622170,Offensive Combat: Redux!,"<a href=""https://store.steampowered.com/app/622170/"">Offensive Combat: Redux!</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/622170/header.jpg"" alt=""Offensive Combat: Redux!"">",2017,68% (115 reviews),"Action, Multiplayer, Shooter, FPS, Memes"
612470,Bio Inc. Redemption,"<a href=""https://store.steampowered.com/app/612470/"">Bio Inc. Redemption</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/612470/header.jpg"" alt=""Bio Inc. Redemption"">",2018,"89% (1,373 reviews)","Medical Sim, Simulation, Strategy, Indie, Gore, Singleplayer, Difficult, Multiplayer, Outbreak Sim, Early Access, Atmospheric, Zombies, RTS, Post-apocalyptic, Sandbox, Education"
602890,hack_me 2,"<a href=""https://store.steampowered.com/app/602890/"">hack_me 2</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/602890/header.jpg"" alt=""hack_me 2"">",2017,74% (427 reviews),"Simulation, Indie, Hacking"
568320,Pictopix,"<a href=""https://store.steampowered.com/app/568320/"">Pictopix</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/568320/header.jpg"" alt=""Pictopix"">",2017,96% (684 reviews),"Puzzle, Indie, Casual, 2D, Minimalist, Relaxing, Pixel Graphics, Strategy, Replay Value, Level Editor, Family Friendly, Touch-Friendly, Logic, Colorful, Education, Singleplayer"
557410,Dream Quest,"<a href=""https://store.steampowered.com/app/557410/"">Dream Quest</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/557410/header.jpg"" alt=""Dream Quest"">",2014,89% (233 reviews),"Roguelike Deckbuilder, Roguelike, Deckbuilding, RPG, Card Battler, Card Game"
559650,Witch It,"<a href=""https://store.steampowered.com/app/559650/"">Witch It</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/559650/header.jpg"" alt=""Witch It"">",2020,"89% (8,717 reviews)","Multiplayer, Funny, Casual, Action, Indie, Hidden Object, Survival, Online Co-Op, Early Access, Stealth, Fantasy, Co-op, Team-Based, First-Person, Strategy, Family Friendly, Open World, Atmospheric, PvP, Horror"
526740,hack_me,"<a href=""https://store.steampowered.com/app/526740/"">hack_me</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/526740/header.jpg"" alt=""hack_me"">",2016,"69% (1,479 reviews)","Simulation, Hacking, Adventure, Indie, Singleplayer, Atmospheric, Programming, Arcade, 2D, Conversation, Linear, Narration, Early Access, Horror, Multiplayer, Story Rich, Comedy, Historical, Strategy, Illuminati"
448910,Axes and Acres,"<a href=""https://store.steampowered.com/app/448910/"">Axes and Acres</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/448910/header.jpg"" alt=""Axes and Acres"">",2016,88% (92 reviews),"Strategy, Indie, Turn-Based, Procedural Generation, Turn-Based Strategy, Board Game"
439250,Space Pilgrim Episode III: Delta Pavonis,"<a href=""https://store.steampowered.com/app/439250/"">Space Pilgrim Episode III: Delta Pavonis</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/439250/header.jpg"" alt=""Space Pilgrim Episode III: Delta Pavonis"">",2016,87% (255 reviews),"Adventure, Indie, RPGMaker, Space, Sci-fi, Female Protagonist, Story Rich, Pixel Graphics, 2D, Singleplayer, Casual"
404620,The Political Machine 2016,"<a href=""https://store.steampowered.com/app/404620/"">The Political Machine 2016</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/404620/header.jpg"" alt=""The Political Machine 2016"">",2016,76% (726 reviews),"Political Sim, Simulation, Strategy, Indie, Casual, Politics, Political, Turn-Based, Multiplayer, Singleplayer, Management, Early Access, Funny, Turn-Based Strategy, Moddable, America, Memes, Satire, Psychological Horror, Horror"
402430,Out of the Park Baseball 17,"<a href=""https://store.steampowered.com/app/402430/"">Out of the Park Baseball 17</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/402430/header.jpg"" alt=""Out of the Park Baseball 17"">",2016,91% (424 reviews),"Sports, Strategy, Simulation, Indie, Baseball, Management"
373770,LiEat,"<a href=""https://store.steampowered.com/app/373770/"">LiEat</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/373770/header.jpg"" alt=""LiEat"">",2016,"97% (3,250 reviews)","Anime, RPG, Cute, Indie, Pixel Graphics, JRPG, Story Rich, RPGMaker, Singleplayer, Female Protagonist, Party-Based RPG, 2D, Adventure, Colorful, Casual, Fantasy, Psychological Horror, Turn-Based, Drama, Dragons"
370130,Lion Quest,"<a href=""https://store.steampowered.com/app/370130/"">Lion Quest</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/370130/header.jpg"" alt=""Lion Quest"">",2016,nan,"Platformer, 2D, Action, Singleplayer, 2D Platformer, Adventure, Cute, Arcade, Minimalist, Indie, Atmospheric, Precision Platformer, Local Co-Op, Local Multiplayer, Exploration, Puzzle Platformer, Modern, Colorful, Time Travel, Relaxing"
364640,FreeCell Quest,"<a href=""https://store.steampowered.com/app/364640/"">FreeCell Quest</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/364640/header.jpg"" alt=""FreeCell Quest"">",2015,81% (224 reviews),"Solitaire, Card Battler, Casual, Exploration, Open World, Difficult, Turn-Based, Card Game, Tabletop, Board Game, RPG, Strategy, 2D, Cute, Action, Puzzle, Colorful, Fantasy, Singleplayer, Crafting"
363930,Dead Age,"<a href=""https://store.steampowered.com/app/363930/"">Dead Age</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/363930/header.jpg"" alt=""Dead Age"">",2016,"84% (3,870 reviews)","RPG, Zombies, Strategy, Survival, Turn-Based Combat, Adventure, Casual, Simulation, Action, Indie, Post-apocalyptic, Turn-Based, Singleplayer, Party-Based RPG, Roguelike, Crafting, Roguelite, Turn-Based Strategy, Dungeon Crawler, Procedural Generation"
352070,Fort Meow,"<a href=""https://store.steampowered.com/app/352070/"">Fort Meow</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/352070/header.jpg"" alt=""Fort Meow"">",2015,92% (123 reviews),"Turn-Based Tactics, Casual, Tower Defense, Point &amp; Click, Building, 2D, Cute, Story Rich, Puzzle, Family Friendly, Mystery, Physics, Adventure, Cats, Strategy, Indie, Female Protagonist, Singleplayer, Funny, Short"
345090,Ancient Planet Tower Defense,"<a href=""https://store.steampowered.com/app/345090/"">Ancient Planet Tower Defense</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/345090/header.jpg"" alt=""Ancient Planet Tower Defense"">",2015,84% (540 reviews),"Tower Defense, Strategy, Casual, Indie, Isometric, Atmospheric, Comedy, Difficult, Singleplayer"
331190,Master Spy,"<a href=""https://store.steampowered.com/app/331190/"">Master Spy</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/331190/header.jpg"" alt=""Master Spy"">",2015,80% (224 reviews),"Indie, Platformer, Stealth, Difficult, Pixel Graphics, Retro, Great Soundtrack, Action, 2D, Singleplayer, Noir, Ninja, Cinematic, Story Rich"
328760,SanctuaryRPG: Black Edition,"<a href=""https://store.steampowered.com/app/328760/"">SanctuaryRPG: Black Edition</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/328760/header.jpg"" alt=""SanctuaryRPG: Black Edition"">",2015,92% (929 reviews),"RPG, Indie, Action Roguelike, Retro, Text-Based, Adventure, Roguelike, Great Soundtrack, Roguelite, Dungeon Crawler, Strategy, Loot, Action, Casual, Strategy RPG, Singleplayer, Turn-Based, Funny, Pixel Graphics"
326520,Chime Sharp,"<a href=""https://store.steampowered.com/app/326520/"">Chime Sharp</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/326520/header.jpg"" alt=""Chime Sharp"">",2016,71% (42 reviews),"Casual, Puzzle, Music"
276890,FATE: Undiscovered Realms,"<a href=""https://store.steampowered.com/app/276890/"">FATE: Undiscovered Realms</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/276890/header.jpg"" alt=""FATE: Undiscovered Realms"">",2008,83% (157 reviews),"RPG, Adventure, Action, Dungeon Crawler, Action RPG, Hack and Slash"
246840,FATE,"<a href=""https://store.steampowered.com/app/246840/"">FATE</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/246840/header.jpg"" alt=""FATE"">",2005,"94% (1,941 reviews)","RPG, Action, Dungeon Crawler, Adventure, Action RPG, Hack and Slash, Fantasy, Singleplayer, Fishing, Isometric, Casual, Loot, Character Customization, Roguelike, Roguelite, Old School, Dog, Classic, Epic, Great Soundtrack"
305740,Pitiri 1977,"<a href=""https://store.steampowered.com/app/305740/"">Pitiri 1977</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/305740/header.jpg"" alt=""Pitiri 1977"">",2015,66% (21 reviews),"Adventure, Indie, RPG, Platformer"
305070,FIST OF AWESOME,"<a href=""https://store.steampowered.com/app/305070/"">FIST OF AWESOME</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/305070/header.jpg"" alt=""FIST OF AWESOME"">",2014,61% (331 reviews),"Indie, Action, Adventure, Beat &#x27;em up, Pixel Graphics, Great Soundtrack, 2D"
296930,Ascendant,"<a href=""https://store.steampowered.com/app/296930/"">Ascendant</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/296930/header.jpg"" alt=""Ascendant"">",2014,78% (199 reviews),"Action Roguelike, Platformer, Indie, Action, Roguelite, Beat &#x27;em up, Adventure, RPG, Local Co-Op, Roguelike, 2D, Singleplayer"
293940,Kill The Bad Guy,"<a href=""https://store.steampowered.com/app/293940/"">Kill The Bad Guy</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/293940/header.jpg"" alt=""Kill The Bad Guy"">",2014,67% (98 reviews),"Indie, Strategy, Simulation, Action, Puzzle, Gore, Funny, Singleplayer, Physics, Multiplayer, Horror"
291050,Planet Stronghold,"<a href=""https://store.steampowered.com/app/291050/"">Planet Stronghold</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/291050/header.jpg"" alt=""Planet Stronghold"">",2011,66% (36 reviews),"Visual Novel, RPG, Indie, Strategy, Romance, LGBTQ+, Sci-fi, Female Protagonist, Turn-Based, Singleplayer, Anime, Dating Sim, Otome, Futuristic, Aliens, Choose Your Own Adventure, Science, Choices Matter, Adventure, JRPG"
277700,On Rusty Trails,"<a href=""https://store.steampowered.com/app/277700/"">On Rusty Trails</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/277700/header.jpg"" alt=""On Rusty Trails"">",2016,89% (149 reviews),"Indie, Platformer, Puzzle Platformer, Action"
269050,Year Walk,"<a href=""https://store.steampowered.com/app/269050/"">Year Walk</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/269050/header.jpg"" alt=""Year Walk"">",2014,"92% (1,138 reviews)","Horror, Indie, Adventure, Atmospheric, Puzzle, Point &amp; Click, Story Rich, Surreal, Dark, Short, Singleplayer, Walking Simulator, Great Soundtrack, Mythology, Psychological Horror"
266390,Farm for your Life,"<a href=""https://store.steampowered.com/app/266390/"">Farm for your Life</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/266390/header.jpg"" alt=""Farm for your Life"">",2013,80% (450 reviews),"Farming Sim, Survival, Simulation, Casual, Strategy, Indie, Farming, Zombies, Agriculture, Tower Defense, Time Management"
57740,Jagged Alliance - Back in Action,"<a href=""https://store.steampowered.com/app/57740/"">Jagged Alliance - Back in Action</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/57740/header.jpg"" alt=""Jagged Alliance - Back in Action"">",2012,70% (777 reviews),"Strategy, RPG, Tactical, Simulation, Real-Time with Pause, Turn-Based, Tactical RPG, Singleplayer, Action, Remake, Military, Turn-Based Strategy"
252170,Anomaly Warzone Earth Mobile Campaign,"<a href=""https://store.steampowered.com/app/252170/"">Anomaly Warzone Earth Mobile Campaign</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/252170/header.jpg"" alt=""Anomaly Warzone Earth Mobile Campaign"">",2013,77% (133 reviews),"Strategy, Action, Tower Defense, Sci-fi, Indie, Singleplayer"
16300,Everyday Shooter,"<a href=""https://store.steampowered.com/app/16300/"">Everyday Shooter</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/16300/header.jpg"" alt=""Everyday Shooter"">",2008,92% (97 reviews),"Indie, Casual, Twin Stick Shooter, Music, Shooter, Great Soundtrack, Shoot &#x27;Em Up, Bullet Hell"
116120,Lightfish,"<a href=""https://store.steampowered.com/app/116120/"">Lightfish</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/116120/header.jpg"" alt=""Lightfish"">",2011,88% (63 reviews),"Indie, Action, Casual, Arcade, Puzzle"
23700,Puzzle Kingdoms,"<a href=""https://store.steampowered.com/app/23700/"">Puzzle Kingdoms</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/23700/header.jpg"" alt=""Puzzle Kingdoms"">",2009,61% (110 reviews),"Casual, Puzzle, Match 3, RPG, Fantasy, Singleplayer"
3410,Heavy Weapon Deluxe,"<a href=""https://store.steampowered.com/app/3410/"">Heavy Weapon Deluxe</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/3410/header.jpg"" alt=""Heavy Weapon Deluxe"">",2006,81% (172 reviews),"Casual, Arcade, Action, Bullet Hell, Shoot &#x27;Em Up"
567640,Danganronpa V3: Killing Harmony,"<a href=""https://store.steampowered.com/app/567640/"">Danganronpa V3: Killing Harmony</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/567640/header.jpg"" alt=""Danganronpa V3: Killing Harmony"">",2017,"86% (12,467 reviews)","Visual Novel, Detective, Anime, Story Rich, Female Protagonist, Mystery, Great Soundtrack, Singleplayer, Psychological Horror, Dark Humor, Adventure, Horror, Puzzle, Dark Comedy, Dark, Atmospheric, Funny, Memes, Dating Sim, Comedy"
415030,One More Dungeon,"<a href=""https://store.steampowered.com/app/415030/"">One More Dungeon</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/415030/header.jpg"" alt=""One More Dungeon"">",2015,78% (471 reviews),"RPG, Action Roguelike, Dungeon Crawler, Indie, Action, Roguelike, FPS, Pixel Graphics, Roguelite, First-Person, Retro, Singleplayer, Loot, Voxel, Fantasy, Procedural Generation"
339350,Choice of Robots,"<a href=""https://store.steampowered.com/app/339350/"">Choice of Robots</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/339350/header.jpg"" alt=""Choice of Robots"">",2014,"96% (1,780 reviews)","Choose Your Own Adventure, Text-Based, Choices Matter, Interactive Fiction, Indie, Robots, RPG, Story Rich, Sci-fi, LGBTQ+, Singleplayer, Female Protagonist, Romance, Visual Novel"
921590,DISSIDIA FINAL FANTASY NT Free Edition,"<a href=""https://store.steampowered.com/app/921590/"">DISSIDIA FINAL FANTASY NT Free Edition</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/921590/header.jpg"" alt=""DISSIDIA FINAL FANTASY NT Free Edition"">",2019,"43% (2,982 reviews)","Free to Play, Action, Fighting, Multiplayer, Anime, Fantasy, Online Co-Op, Singleplayer, Sexual Content, Female Protagonist"
572520,Dropzone,"<a href=""https://store.steampowered.com/app/572520/"">Dropzone</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/572520/header.jpg"" alt=""Dropzone"">",2017,69% (856 reviews),"Free to Play, Strategy, MOBA, Early Access, Action, PvP, Mechs, eSports, RTS, Sci-fi, Competitive, Online Co-Op, Indie, Co-op, Difficult, RPG, PvE, Character Customization, Futuristic, Tower Defense"
586030,Shardbound,"<a href=""https://store.steampowered.com/app/586030/"">Shardbound</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/586030/header.jpg"" alt=""Shardbound"">",2017,"75% (1,191 reviews)","Free to Play, Strategy, Card Game, Turn-Based Tactics, Multiplayer, Early Access, Turn-Based, Hex Grid, Tactical, Turn-Based Strategy, Turn-Based Combat, Trading Card Game, Indie, Great Soundtrack, Co-op"
420790,StarBreak,"<a href=""https://store.steampowered.com/app/420790/"">StarBreak</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/420790/header.jpg"" alt=""StarBreak"">",2016,"78% (1,158 reviews)","Action Roguelike, Free to Play, Roguevania, Massively Multiplayer, Action, Indie, 2D, Platformer, Perma Death, Multiplayer, Adventure, Side Scroller, Roguelike, Sci-fi, Metroidvania, Co-op, Bullet Hell, Roguelite, Difficult, MMORPG"
709440,Override: Mech City Brawl,"<a href=""https://store.steampowered.com/app/709440/"">Override: Mech City Brawl</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/709440/header.jpg"" alt=""Override: Mech City Brawl"">",2018,87% (421 reviews),"Action, Fighting, Mechs, 3D Fighter, Robots, Multiplayer, Anime, Local Co-Op, 4 Player Local, Family Friendly, Futuristic, Co-op, Spectacle fighter, Colorful, Local Multiplayer, Online Co-Op, Arcade, Singleplayer, Beat &#x27;em up, Competitive"
448080,Fibbage XL,"<a href=""https://store.steampowered.com/app/448080/"">Fibbage XL</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/448080/header.jpg"" alt=""Fibbage XL"">",2016,95% (174 reviews),"Strategy, Casual, Indie, Local Multiplayer, Party Game, Party, Trivia"
407900,Princess Remedy in a World of Hurt,"<a href=""https://store.steampowered.com/app/407900/"">Princess Remedy in a World of Hurt</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/407900/header.jpg"" alt=""Princess Remedy in a World of Hurt"">",2014,"97% (2,695 reviews)","Indie, Female Protagonist, Free to Play, Pixel Graphics, Retro, Adventure, Bullet Hell, Action, Great Soundtrack, Cute, Singleplayer, 2D, Shoot &#x27;Em Up, RPG, Funny, Short, Comedy, Shooter, Multiple Endings, LGBTQ+"
334120,Armikrog,"<a href=""https://store.steampowered.com/app/334120/"">Armikrog</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/334120/header.jpg"" alt=""Armikrog"">",2015,59% (947 reviews),"Adventure, Point &amp; Click, Puzzle, Comedy, Great Soundtrack, Singleplayer, Indie, Cult Classic, Classic, Retro, Funny, Exploration, 1990&#x27;s"
331220,Thief Town,"<a href=""https://store.steampowered.com/app/331220/"">Thief Town</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/331220/header.jpg"" alt=""Thief Town"">",2014,74% (100 reviews),"Action, Indie, Local Multiplayer, 4 Player Local, Stealth, Multiplayer, Western, Pixel Graphics, 2D, Retro, Party Game, Casual, Arcade, Split Screen, 1990&#x27;s, Illuminati, Family Friendly, Funny, Old School, Controller"
293740,Road Not Taken,"<a href=""https://store.steampowered.com/app/293740/"">Road Not Taken</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/293740/header.jpg"" alt=""Road Not Taken"">",2014,83% (224 reviews),"Roguelike, Indie, Puzzle, Adventure, Turn-Based, Cute, Atmospheric, Procedural Generation, Difficult, Singleplayer, LGBTQ+, Female Protagonist"
290510,GNOG,"<a href=""https://store.steampowered.com/app/290510/"">GNOG</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/290510/header.jpg"" alt=""GNOG"">",2018,92% (293 reviews),"Indie, Casual, Adventure, Puzzle, Colorful, VR, Point &amp; Click, Great Soundtrack, Singleplayer"
278440,0RBITALIS,"<a href=""https://store.steampowered.com/app/278440/"">0RBITALIS</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/278440/header.jpg"" alt=""0RBITALIS"">",2015,71% (133 reviews),"Simulation, Indie, Puzzle, Space, Physics"
207380,eXceed 2nd - Vampire REX,"<a href=""https://store.steampowered.com/app/207380/"">eXceed 2nd - Vampire REX</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/207380/header.jpg"" alt=""eXceed 2nd - Vampire REX"">",2012,89% (156 reviews),"Bullet Hell, Anime, Shoot &#x27;Em Up, Action, Female Protagonist, Indie, Great Soundtrack, Cute, 2D, Arcade, Shooter"
207370,eXceed - Gun Bullet Children,"<a href=""https://store.steampowered.com/app/207370/"">eXceed - Gun Bullet Children</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/207370/header.jpg"" alt=""eXceed - Gun Bullet Children"">",2012,45% (312 reviews),"Bullet Hell, Anime, Shoot &#x27;Em Up, Action, Indie, 2D, Shooter, Female Protagonist, Arcade, Cute"
942970,Unheard,"<a href=""https://store.steampowered.com/app/942970/"">Unheard</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/942970/header.jpg"" alt=""Unheard"">",2019,"96% (20,873 reviews)","Detective, Indie, Puzzle, RPG, Simulation, Mystery, Story Rich, Horror, Singleplayer, Atmospheric, Point &amp; Click, 2D, Top-Down, Investigation, Short"
377900,Empire TV Tycoon,"<a href=""https://store.steampowered.com/app/377900/"">Empire TV Tycoon</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/377900/header.jpg"" alt=""Empire TV Tycoon"">",2015,75% (741 reviews),"Management, Economy, Arcade, Female Protagonist, Strategy, 2D, Funny, Choices Matter, Simulation, Pixel Graphics, Singleplayer, Comedy, Memes, 1980s, 1990&#x27;s, Resource Management, Indie, Replay Value, Casual, Difficult"
360870,Ultimate Tic-Tac-Toe,"<a href=""https://store.steampowered.com/app/360870/"">Ultimate Tic-Tac-Toe</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/360870/header.jpg"" alt=""Ultimate Tic-Tac-Toe"">",2015,"82% (1,454 reviews)","Free to Play, Casual, Multiplayer, Strategy, Family Friendly, Singleplayer, Competitive, Indie, Violent, Memes, Massively Multiplayer, eSports"
357190,ULTIMATE MARVEL VS. CAPCOM 3,"<a href=""https://store.steampowered.com/app/357190/"">ULTIMATE MARVEL VS. CAPCOM 3</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/357190/header.jpg"" alt=""ULTIMATE MARVEL VS. CAPCOM 3"">",2017,"90% (2,898 reviews)","Fighting, Action, 2D Fighter, Superhero, Multiplayer, Arcade, Comic Book, Competitive, Great Soundtrack, 2.5D, Local Multiplayer, Anime, Beat &#x27;em up, Singleplayer, Open World"
327860,Salt,"<a href=""https://store.steampowered.com/app/327860/"">Salt</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/327860/header.jpg"" alt=""Salt"">",2018,"77% (1,808 reviews)","Open World Survival Craft, Open World, Survival, Adventure, Crafting, Exploration, Sandbox, Pirates, Multiplayer, First-Person, Singleplayer, Indie, RPG, Action, Sailing, Naval, Procedural Generation, Early Access, Atmospheric, Walking Simulator"
319560,Reprisal Universe,"<a href=""https://store.steampowered.com/app/319560/"">Reprisal Universe</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/319560/header.jpg"" alt=""Reprisal Universe"">",2014,76% (330 reviews),"Strategy, Indie, God Game, Pixel Graphics"
294750,Anomaly Defenders,"<a href=""https://store.steampowered.com/app/294750/"">Anomaly Defenders</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/294750/header.jpg"" alt=""Anomaly Defenders"">",2014,76% (273 reviews),"Strategy, Tower Defense, Action, Indie, Sci-fi, Singleplayer"
